"inst","name","v1","v2","v3","v4","uint"
"http://davis.wpi.edu","EMPTY","0","8","0","0","1.2999805739024255"
"http://www.comp.nus.edu","Kian-Lee Tan","0","8","0","0","1.2999805739024255"
"http://www.cs.wisc.edu","EMPTY","0","8","0","0","1.2999805739024255"
"http://www.cs.purdue.edu","EMPTY","0","8","0","0","1.2999805739024255"
"http://davis.wpi.edu","Elke A. Rundensteiner","0","8","0","0","1.2999805739024255"
"EMPTY","Kian-Lee Tan","0","8","0","0","1.2999805739024255"
"http://www.cs.umd.edu","EMPTY","0","8","0","0","1.2999805739024255"
"http://www.cs.toronto.edu","Rene J. Miller","0","8","0","0","1.2999805739024255"
"EMPTY","Rene J. Miller","0","8","0","0","1.2999805739024255"
"EMPTY","Elke A. Rundensteiner","0","8","0","0","1.2999805739024255"
"http://www.research.ibm.com","EMPTY","3","0","6","0","1.3005276374820123"
"http://sites.google.com","Cong Yu 0001","3","0","6","0","1.3005276374820123"
"EMPTY","Cong Yu 0001","3","0","6","0","1.3005276374820123"
"http://sites.google.com","EMPTY","3","0","6","0","1.3005276374820123"
"EMPTY","Nicolas Bruno","4","0","7","0","1.3012987012987012"
"http://research.microsoft.com","Nicolas Bruno","4","0","7","0","1.3012987012987012"
"http://research.yahoo.com","EMPTY","5","0","8","0","1.3020791683326667"
"http://hanj.cs.illinois.edu","EMPTY","0","9","0","0","1.3030905752753978"
"https://cs.uchicago.edu","Michael J. Franklin","0","9","0","0","1.3030905752753978"
"http://www.cise.ufl.edu","EMPTY","0","9","0","0","1.3030905752753978"
"EMPTY","Beng Chin Ooi","0","9","0","0","1.3030905752753978"
"http://www.comp.nus.edu","Beng Chin Ooi","0","9","0","0","1.3030905752753978"
"http://hanj.cs.illinois.edu","Jiawei Han 0001","0","9","0","0","1.3030905752753978"
"EMPTY","Nick Koudas","0","9","0","0","1.3030905752753978"
"EMPTY","Michael J. Franklin","0","9","0","0","1.3030905752753978"
"EMPTY","Jiawei Han 0001","0","9","0","0","1.3030905752753978"
"https://cs.uchicago.edu","EMPTY","0","9","0","0","1.3030905752753978"
"http://www.cs.toronto.edu","Nick Koudas","0","9","0","0","1.3030905752753978"
"http://research.microsoft.com","EMPTY","38","0","38","0","1.3046418959068824"
"http://researcher.watson.ibm.com","EMPTY","9","0","12","0","1.3052985948477753"
"http://www.balmin.com","Andrey Balmin","0","0","4","0","1.3059969889595182"
"http://pierre.senellart.com","EMPTY","0","0","4","0","1.3059969889595182"
"EMPTY","Marios Hadjieleftheriou","0","0","4","0","1.3059969889595182"
"http://research.yahoo.com","Adam Silberstein","0","0","4","0","1.3059969889595182"
"http://www.balmin.com","EMPTY","0","0","4","0","1.3059969889595182"
"EMPTY","Adam Silberstein","0","0","4","0","1.3059969889595182"
"http://www2.research.att.com","Marios Hadjieleftheriou","0","0","4","0","1.3059969889595182"
"EMPTY","Andrey Balmin","0","0","4","0","1.3059969889595182"
"EMPTY","Pierre Senellart","0","0","4","0","1.3059969889595182"
"http://pierre.senellart.com","Pierre Senellart","0","0","4","0","1.3059969889595182"
"http://www.ics.uci.edu","EMPTY","0","10","0","0","1.3062154927221012"
"EMPTY","H. V. Jagadish","0","10","0","0","1.3062154927221012"
"http://www.eecs.umich.edu","H. V. Jagadish","0","10","0","0","1.3062154927221012"
"http://www.eecs.umich.edu","EMPTY","0","10","0","0","1.3062154927221012"
"http://www.cs.duke.edu","EMPTY","0","11","0","0","1.3093554338103757"
"EMPTY","Johannes Gehrke","0","12","0","0","1.3125105071448584"
"http://www.cs.cornell.edu","Johannes Gehrke","0","12","0","0","1.3125105071448584"
"http://www.cs.ucsb.edu","EMPTY","0","12","0","0","1.3125105071448584"
"http://www.cs.washington.edu","Dan Suciu","0","12","0","0","1.3125105071448584"
"EMPTY","Dan Suciu","0","12","0","0","1.3125105071448584"
"http://pages.cs.wisc.edu","Jeffrey F. Naughton","0","13","0","0","1.3156808223795078"
"http://www-db.stanford.edu","EMPTY","0","13","0","0","1.3156808223795078"
"EMPTY","Jeffrey F. Naughton","0","13","0","0","1.3156808223795078"
"EMPTY","Raghav Kaushik","3","0","8","0","1.3163877306220368"
"http://research.microsoft.com","Raghav Kaushik","3","0","8","0","1.3163877306220368"
"http://www.cs.cmu.edu","EMPTY","0","14","0","0","1.3188664902303058"
"http://www.cis.upenn.edu","EMPTY","0","14","0","0","1.3188664902303058"
"http://researcher.watson.ibm.com","Yunyao Li 0001","0","0","6","0","1.321731892440958"
"EMPTY","Yunyao Li 0001","0","0","6","0","1.321731892440958"
"http://www.comp.nus.edu","EMPTY","0","15","0","0","1.3220676224881462"
"EMPTY","Marianne Winslett","0","16","0","0","1.325284332031913"
"http://www.cs.cornell.edu","EMPTY","0","16","0","0","1.325284332031913"
"http://dais.cs.uiuc.edu","Marianne Winslett","0","16","0","0","1.325284332031913"
"http://www.cs.washington.edu","EMPTY","0","16","0","0","1.325284332031913"
"http://dais.cs.uiuc.edu","EMPTY","0","16","0","0","1.325284332031913"
"EMPTY","Ling Liu 0001","0","17","0","0","1.328516732841747"
"http://www.cc.gatech.edu","Ling Liu 0001","0","17","0","0","1.328516732841747"
"http://www.cc.gatech.edu","EMPTY","0","19","0","0","1.3350290697674418"
"http://pages.cs.wisc.edu","EMPTY","0","19","0","0","1.3350290697674418"
"http://www.cs.toronto.edu","EMPTY","0","19","0","0","1.3350290697674418"
"http://www.cs.columbia.edu","Kenneth A. Ross","0","20","0","0","1.3383092394720302"
"EMPTY","Kenneth A. Ross","0","20","0","0","1.3383092394720302"
"EMPTY","Richard T. Snodgrass","0","22","0","0","1.3449181739879414"
"http://www.cs.arizona.edu","Richard T. Snodgrass","0","22","0","0","1.3449181739879414"
"http://www.cs.arizona.edu","EMPTY","0","22","0","0","1.3449181739879414"
"https://scholar.google.com","EMPTY","6","0","16","0","1.3613312916591607"
"http://www.cs.columbia.edu","EMPTY","0","28","0","0","1.365142507431369"
